mode,load,0_resnet50-32,1_vgg11-2,2_vgg13-8
mps-uncap,0.8,27.332544326782227,7.223987579345703,9.331703186035156
mps-uncap,0.9,29.04231548309326,7.730364799499512,9.44979190826416
mps-uncap,1.0,29.665517807006836,8.023738861083984,10.066437721252443
mps-uncap,0.5,21.508097648620605,5.2570581436157235,7.772684097290039
mps-uncap,0.6,24.78747367858887,6.246328353881836,8.358955383300781
mps-uncap,0.7,26.301908493042,6.3934326171875,8.740425109863281
mps-uncap,0.1,15.160918235778809,1.990580558776856,4.640626907348635
mps-uncap,0.2,15.995621681213379,3.4939289093017574,5.462718009948736
mps-uncap,0.3,17.598485946655273,4.006004333496094,6.429028511047364
mps-uncap,0.4,19.385123252868652,4.3354034423828125,7.122135162353516
