mode,load,0_densenet161-2,1_resnet152-4,2_vgg11-4
mps-uncap,0.8,67.23238706588747,56.225676536560144,13.468909263610836
mps-uncap,0.9,160.79668998718265,166.7700886726379,30.656709671020508
mps-uncap,1.0,1123.8370609283445,450.1093912124633,244.3686747550965
mps-uncap,0.5,27.746567726135275,26.73135280609128,5.038595199584965
mps-uncap,0.6,34.33765172958377,28.825354576110836,7.080039978027327
mps-uncap,0.7,46.164035797119155,43.584179878234856,9.588088989257802
mps-uncap,0.1,19.786081314086925,16.398527622222907,1.7730808258056632
mps-uncap,0.2,25.208425521850604,23.667712211608908,2.201595306396488
mps-uncap,0.3,30.846471786498903,23.036804199218725,3.094396591186526
mps-uncap,0.4,26.003136634826678,24.844646453857422,3.9076399803161608
