mode,load,0_densenet161-2,1_resnet152-4,2_vgg11-4
mps-uncap,0.8,90.01003043997935,181.69423658044144,1118.1036852219127
mps-uncap,0.9,103.89804355447268,201.72603387323602,1285.2450222532393
mps-uncap,1.0,117.95401829186711,225.8051157252314,1430.6119655085606
mps-uncap,0.5,55.9501201718519,113.93859684706264,686.8949068338562
mps-uncap,0.6,69.76714708799648,140.06958671582603,851.7087389643897
mps-uncap,0.7,77.53468776616423,157.4835355553724,982.1568678386794
mps-uncap,0.1,11.306869168201453,23.862293766945843,140.9823247303883
mps-uncap,0.2,23.882896334401956,46.1727472166467,283.6327453376548
mps-uncap,0.3,32.91339337439787,67.5441126757272,421.01880397366426
mps-uncap,0.4,45.64410634946395,92.31897379392026,557.3233226750682
