mode,load,0_densenet161-2,1_resnet152-4,2_vgg11-4
mps-uncap,0.8,9.402990341186523,7.324934005737305,1.8146038055419922
mps-uncap,0.9,9.54294204711914,7.312774658203125,1.8177032470703125
mps-uncap,1.0,9.66501235961914,7.785320281982422,1.8165111541748047
mps-uncap,0.5,9.513378143310547,7.219791412353516,1.8110275268554688
mps-uncap,0.6,9.614706039428711,7.390022277832031,1.817464828491211
mps-uncap,0.7,9.568214416503906,7.324934005737305,1.819610595703125
mps-uncap,0.1,9.642362594604492,7.496118545532227,1.8169879913330078
mps-uncap,0.2,9.659767150878906,7.25555419921875,1.80816650390625
mps-uncap,0.3,9.443044662475586,7.478475570678711,1.817464828491211
mps-uncap,0.4,9.536266326904297,7.392168045043945,1.806497573852539
