mode,load,0_densenet161-2,1_resnet152-4,2_vgg11-4
mps-uncap,0.8,5.576968193054199,1.8763542175292969,1.2769699096679688
mps-uncap,0.9,14.72020149230957,11.191964149475098,3.60107421875
mps-uncap,1.0,478.3966541290283,85.82448959350586,42.75095462799072
mps-uncap,0.5,0.051975250244140625,0.05078315734863281,0.04220008850097656
mps-uncap,0.6,0.05054473876953125,0.04661083221435547,0.045299530029296875
mps-uncap,0.7,0.22268295288085938,0.05173683166503906,0.5002021789550781
mps-uncap,0.1,0.06508827209472656,0.06461143493652344,0.04506111145019531
mps-uncap,0.2,0.06198883056640625,0.059604644775390625,0.04220008850097656
mps-uncap,0.3,0.05543231964111328,0.05936622619628906,0.040531158447265625
mps-uncap,0.4,0.056743621826171875,0.05412101745605469,0.043392181396484375
