mode,load,0_resnet50-4,1_resnet50-4
mig,0.1,0.012159347534179688,0.011920928955078125
mig,0.2,0.010251998901367188,0.011444091796875
mig,0.3,0.011205673217773438,0.009775161743164062
mig,0.4,0.009298324584960938,0.0095367431640625
mig,0.5,0.009298324584960938,0.0095367431640625
mig,0.6,0.009298324584960938,0.009298324584960938
mig,0.7,0.009775161743164062,0.010013580322265625
mig,0.8,0.0095367431640625,0.011920928955078125
mig,0.9,0.0133514404296875,0.012874603271484375
mig,1.0,0.013113021850585938,0.014781951904296875
