mode,load,0_efficientnet_b6-16,1_mobilenet_v2-2,2_vgg16-8
mps-uncap,0.8,233.76959551348946,189.46440238756048,800.451131225456
mps-uncap,0.9,263.4160879196272,215.5749340877532,896.4925038078977
mps-uncap,1.0,294.871204802616,239.03111926559356,975.6527406347359
mps-uncap,0.5,154.08512333263226,120.1389288158954,495.3037890350941
mps-uncap,0.6,178.8286367502756,140.17489949765493,596.5925688378351
mps-uncap,0.7,203.26715546047942,164.12497811499014,678.2816570871621
mps-uncap,0.1,31.278100690020878,23.15017522681752,102.98966295586357
mps-uncap,0.2,61.757507450270126,47.26221409478593,193.0785089269089
mps-uncap,0.3,88.69190549430162,71.89126610730318,301.8256017264817
mps-uncap,0.4,116.73291493996332,96.13978385668733,393.2372071375012
