mode,load,0_efficientnet_b6-16,1_mobilenet_v2-2,2_vgg16-8
mps-uncap,0.8,109.64012145996094,22.066736221313477,28.927230834960934
mps-uncap,0.9,207.8081607818604,44.75774765014651,50.020885467529304
mps-uncap,1.0,529.3962955474854,116.70398712158203,222.52802848815924
mps-uncap,0.5,49.5800495147705,11.526966094970705,12.585043907165527
mps-uncap,0.6,68.21317672729496,12.677431106567383,15.017795562744144
mps-uncap,0.7,75.05555152893066,14.20731544494629,19.089889526367188
mps-uncap,0.1,27.7338981628418,6.742358207702637,5.607032775878908
mps-uncap,0.2,29.00164127349854,7.978153228759768,7.826328277587891
mps-uncap,0.3,34.658193588256836,9.711623191833496,9.16719436645508
mps-uncap,0.4,47.045397758483894,10.570526123046875,10.318374633789062
