mode,load,0_efficientnet_b6-16,1_mobilenet_v2-2,2_vgg16-8
mps-uncap,0.8,250.21004676818848,110.37683486938477,113.31653594970703
mps-uncap,0.9,406.5592288970947,154.42752838134766,121.63734436035156
mps-uncap,1.0,959.2006206512451,281.83650970458984,416.4724349975586
mps-uncap,0.5,110.60309410095215,31.700611114501953,41.77236557006836
mps-uncap,0.6,154.0544033050537,37.03808784484863,40.284156799316406
mps-uncap,0.7,175.41146278381348,35.65859794616699,60.72187423706055
mps-uncap,0.1,49.19171333312988,15.998125076293945,11.718511581420898
mps-uncap,0.2,56.78582191467285,19.656896591186523,16.8609619140625
mps-uncap,0.3,71.56753540039062,28.283357620239258,25.029659271240234
mps-uncap,0.4,97.56088256835938,24.94049072265625,31.021833419799805
