mode,load,0_efficientnet_b5-8,1_inception_v3-8,2_mobilenet_v3_large-16
mps-uncap,0.8,49.658346176147475,32.595396041870124,20.74956893920899
mps-uncap,0.9,73.49002361297607,53.3857583999634,37.60962486267089
mps-uncap,1.0,269.8360919952392,348.70839118957525,109.7937822341919
mps-uncap,0.5,26.750707626342773,19.173240661621097,11.798524856567388
mps-uncap,0.6,29.379606246948242,19.21918392181397,11.418843269348148
mps-uncap,0.7,36.8184804916382,21.944141387939457,12.665748596191406
mps-uncap,0.1,24.278640747070312,13.863563537597656,8.402347564697266
mps-uncap,0.2,23.98810386657715,19.372129440307617,11.21973991394043
mps-uncap,0.3,26.63836479187013,19.144916534423828,12.056422233581543
mps-uncap,0.4,26.2077808380127,19.483470916748047,12.13173866271973
