mode,load,0_efficientnet_b5-8,1_inception_v3-8,2_mobilenet_v3_large-16
mps-uncap,0.8,131.622314453125,105.43680191040039,78.0172348022461
mps-uncap,0.9,198.19164276123047,215.51990509033203,191.21170043945312
mps-uncap,1.0,537.6806259155273,614.3295764923096,253.67212295532227
mps-uncap,0.5,53.74956130981445,49.010515213012695,31.327009201049805
mps-uncap,0.6,71.75207138061523,50.7206916809082,47.26839065551758
mps-uncap,0.7,125.32854080200195,61.05637550354004,38.442134857177734
mps-uncap,0.1,50.391435623168945,25.876760482788086,18.449783325195312
mps-uncap,0.2,46.63991928100586,34.79933738708496,26.144981384277344
mps-uncap,0.3,50.994157791137695,40.59147834777832,30.962467193603516
mps-uncap,0.4,56.6401481628418,42.418479919433594,32.95397758483887
