mode,load,0_efficientnet_b5-8,1_inception_v3-8,2_mobilenet_v3_large-16
mps-uncap,0.8,6.341218948364258,3.596782684326172,2.958059310913086
mps-uncap,0.9,12.3060941696167,8.839607238769531,7.135152816772461
mps-uncap,1.0,86.82799339294434,87.34595775604248,25.711655616760254
mps-uncap,0.5,0.044345855712890625,0.04649162292480469,0.044345855712890625
mps-uncap,0.6,0.055789947509765625,0.043392181396484375,0.08916854858398438
mps-uncap,0.7,1.4910697937011719,0.12135505676269531,1.0540485382080078
mps-uncap,0.1,0.06198883056640625,0.06127357482910156,0.05221366882324219
mps-uncap,0.2,0.058650970458984375,0.05733966827392578,0.04887580871582031
mps-uncap,0.3,0.05435943603515625,0.05459785461425781,0.045299530029296875
mps-uncap,0.4,0.053763389587402344,0.04971027374267578,0.04410743713378906
