mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,19.30403709411621,4.702568054199219,3.345012664794922
mps-uncap,0.9,19.390583038330078,4.798412322998047,3.3648014068603516
mps-uncap,1.0,23.04244041442871,4.826784133911133,3.374814987182617
mps-uncap,0.5,19.465208053588867,4.817724227905273,3.3655166625976562
mps-uncap,0.6,19.558429718017578,4.693031311035156,3.390073776245117
mps-uncap,0.7,19.8516845703125,4.694461822509766,3.3452510833740234
mps-uncap,0.1,19.359111785888672,4.814386367797852,4.053831100463867
mps-uncap,0.2,19.38605308532715,4.831790924072266,3.446817398071289
mps-uncap,0.3,19.427061080932617,4.736661911010742,3.4322738647460938
mps-uncap,0.4,19.44756507873535,4.832029342651367,3.4232139587402344
