mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,27.71139144897461,7.109642028808594,7.565498352050781
mps-uncap,0.9,25.353097915649414,7.376003265380859,7.578325271606446
mps-uncap,1.0,25.449085235595703,7.347893714904787,7.529258728027344
mps-uncap,0.5,24.22201633453369,6.979990005493165,6.4930438995361355
mps-uncap,0.6,24.565410614013672,7.17897415161133,7.091426849365234
mps-uncap,0.7,27.411460876464844,6.880950927734376,7.45844841003418
mps-uncap,0.1,29.935121536254883,11.17861270904541,7.92694091796875
mps-uncap,0.2,24.720144271850586,9.636306762695314,7.833504676818848
mps-uncap,0.3,24.475574493408203,8.26420783996582,6.704092025756836
mps-uncap,0.4,25.34193992614746,7.130861282348633,5.9633731842041025
