mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,50.6892204284668,3482.4655055999756,10.393381118774414
mps-uncap,0.9,339.04099464416504,6847.667217254639,712.9616737365723
mps-uncap,1.0,2464.2430543899536,8324.683547019958,2986.7892265319824
mps-uncap,0.5,0.026345252990722656,3.871321678161621,0.3718137741088867
mps-uncap,0.6,4.090785980224609,8.160829544067383,1.8737316131591797
mps-uncap,0.7,22.908449172973633,22.077560424804688,4.578351974487305
mps-uncap,0.1,0.043392181396484375,0.0286102294921875,0.029325485229492188
mps-uncap,0.2,0.03218650817871094,0.030040740966796875,0.029325485229492188
mps-uncap,0.3,0.027179718017578125,0.022172927856445312,0.022411346435546875
mps-uncap,0.4,0.025272369384765625,1.2485980987548828,0.022411346435546875
