mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,382.88710117340094,5889.787375926971,69.11325454711917
mps-uncap,0.9,1119.3710803985598,13193.525283336641,1326.8040037155151
mps-uncap,1.0,4797.843873500824,16874.822936058044,6151.397271156311
mps-uncap,0.5,79.4692754745482,40.656697750091524,21.38937950134278
mps-uncap,0.6,100.34719467163079,82.37257957458495,30.479006767273088
mps-uncap,0.7,205.82752227783195,121.8056678771973,47.96617031097406
mps-uncap,0.1,62.27854728698735,27.64749526977539,15.611927509307863
mps-uncap,0.2,52.23330736160277,25.49336433410642,18.988261222839363
mps-uncap,0.3,62.16430902481071,21.13428115844728,16.37134552001955
mps-uncap,0.4,69.7124576568603,25.187902450561523,16.51616096496581
