mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,195.0509548187256,5382.743954658508,41.9001579284668
mps-uncap,0.9,911.8736267089845,12142.024087905884,1082.4304103851318
mps-uncap,1.0,4622.329521179199,15464.92862701416,5685.982894897463
mps-uncap,0.5,49.65543746948242,21.8848466873169,12.086606025695808
mps-uncap,0.6,61.54847145080566,41.328382492065444,15.780973434448246
mps-uncap,0.7,116.83320999145508,77.47502326965333,24.329662322998047
mps-uncap,0.1,34.52444076538086,17.779231071472168,10.573053359985359
mps-uncap,0.2,35.349297523498535,15.763044357299805,12.342500686645508
mps-uncap,0.3,40.51883220672608,13.036251068115234,9.937524795532227
mps-uncap,0.4,45.54309844970703,15.045642852783203,9.860944747924805
