mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,28.95069122314453,9.760856628417969,10.21432876586914
mps-uncap,0.9,28.34010124206543,11.917829513549805,10.12873649597168
mps-uncap,1.0,28.226613998413086,13.181924819946289,9.51838493347168
mps-uncap,0.5,25.737285614013672,10.203361511230469,10.102272033691406
mps-uncap,0.6,25.62546730041504,10.10584831237793,10.303735733032227
mps-uncap,0.7,28.60260009765625,9.624958038330078,9.929656982421875
mps-uncap,0.1,37.9023551940918,13.108968734741211,10.726690292358398
mps-uncap,0.2,30.260562896728516,13.376474380493164,10.088443756103516
mps-uncap,0.3,27.019262313842773,11.275529861450195,9.548187255859375
mps-uncap,0.4,28.42116355895996,11.223554611206055,9.749412536621094
