mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,25.170087814331055,4.915475845336914,4.306554794311523
mps-uncap,0.9,25.05207061767578,4.976749420166016,4.33659553527832
mps-uncap,1.0,25.198817253112793,5.003213882446289,4.368305206298828
mps-uncap,0.5,22.530198097229004,5.00941276550293,3.862619400024414
mps-uncap,0.6,23.241281509399414,4.94694709777832,3.945589065551758
mps-uncap,0.7,24.80292320251465,4.915475845336914,4.144430160522461
mps-uncap,0.1,21.86715602874756,10.286092758178711,7.528781890869141
mps-uncap,0.2,21.27695083618164,7.216691970825195,6.599307060241699
mps-uncap,0.3,22.037744522094727,5.287408828735352,4.729032516479492
mps-uncap,0.4,23.12159538269043,5.052328109741211,4.121065139770508
