mode,load,0_densenet161-16,1_mobilenet_v3_large-4,2_resnet34-2
mps-uncap,0.8,0.012159347534179688,0.011682510375976562,0.010013580322265625
mps-uncap,0.9,0.01239776611328125,0.013113021850585938,0.012159347534179688
mps-uncap,1.0,0.017404556274414062,0.012159347534179688,0.012874603271484375
mps-uncap,0.5,0.01239776611328125,0.009775161743164062,0.009059906005859375
mps-uncap,0.6,0.01239776611328125,0.010251998901367188,0.0095367431640625
mps-uncap,0.7,0.01239776611328125,0.0095367431640625,0.009298324584960938
mps-uncap,0.1,0.015735626220703125,0.011920928955078125,0.01430511474609375
mps-uncap,0.2,0.01239776611328125,0.01049041748046875,0.012159347534179688
mps-uncap,0.3,0.012159347534179688,0.009775161743164062,0.011920928955078125
mps-uncap,0.4,0.010251998901367188,0.010013580322265625,0.0095367431640625
