mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,18.453645706176758,4.275321960449219,4.392862319946289
mps-uncap,1.0,16.24774932861328,4.439115524291992,4.354715347290039
