mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,16.17264747619629,3.5126209259033203,3.2935142517089844
mps-uncap,1.0,11.65318489074707,3.2837390899658203,2.409219741821289
