mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.0007152557373046875
mps-uncap,1.0,0.0007152557373046875,0.0045299530029296875,0.00476837158203125
