mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,20.86329460144043,8.365154266357422,5.854606628417969
mps-uncap,1.0,18.37611198425293,6.01959228515625,5.311012268066406
