mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,16.172409057617188,3.5123825073242188,3.2935142517089844
mps-uncap,1.0,11.65318489074707,3.283262252807617,2.4089813232421875
