mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,18.453407287597656,4.274892807006836,4.392862319946289
mps-uncap,1.0,16.24751091003418,4.438877105712891,4.354715347290039
