mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
