mode,load,0_bert-8,1_alexnet-32,2_vgg13-2
mps-uncap,1.0,17.52185821533203,4.139065742492676,4.128456115722656
mps-uncap,1.0,15.186905860900879,3.963470458984375,3.9632320404052734
