mode,load,0_vgg16-4,1_densenet161-32,2_resnet18-16
mps-uncap,0.6,3.098011016845703,32.8216552734375,2.4950504302978516
mig,0.6,6.800651550292969,104.64715957641602,7.228374481201172
mps-uncap,0.7,3.0982494354248047,33.42890739440918,2.4869441986083984
mig,0.7,6.80994987487793,104.68554496765137,7.233619689941406
mps-uncap,0.8,3.068208694458008,37.62340545654297,2.4318695068359375
mig,0.8,6.8454742431640625,104.86721992492676,7.286787033081055
mps-uncap,0.9,3.099679946899414,34.62553024291992,2.5610923767089844
mig,0.9,6.848812103271484,105.11183738708496,7.344722747802734
mps-uncap,1.0,3.1058788299560547,37.85538673400879,2.4247169494628906
mig,1.0,6.857395172119141,105.2553653717041,7.332563400268555
mps-uncap,1.1,3.2989978790283203,56.130170822143555,3.711700439453125
mig,1.1,6.850957870483398,106.11581802368164,7.3986053466796875
mps-uncap,1.2,3.226757049560547,46.60344123840332,2.7163028717041016
mig,1.2,6.875038146972656,105.2999496459961,7.477283477783203
mps-uncap,1.3,4.058122634887695,42.82999038696289,4.319190979003906
mig,1.3,6.895303726196289,105.99660873413086,7.473945617675781
