mode,load,0_vgg16-4,1_densenet161-32,2_resnet18-16
mps-uncap,0.6,3.111600875854492,32.86409378051758,2.5091171264648438
mig,0.6,6.814241409301758,104.71510887145996,7.277965545654297
mps-uncap,0.7,3.117084503173828,33.45942497253418,2.550840377807617
mig,0.7,6.828069686889648,104.74324226379395,7.249355316162109
mps-uncap,0.8,3.122568130493164,37.65273094177246,2.5000572204589844
mig,0.8,6.864309310913086,104.88653182983398,7.394552230834961
mps-uncap,0.9,3.1251907348632812,34.8050594329834,2.584695816040039
mig,0.9,6.873607635498047,105.60774803161621,7.404088973999023
mps-uncap,1.0,3.119945526123047,41.1524772644043,2.450704574584961
mig,1.0,6.882905960083008,106.10103607177734,7.421731948852539
mps-uncap,1.1,5.102872848510742,56.15568161010742,4.171133041381836
mig,1.1,6.8798065185546875,106.13584518432617,7.425785064697266
mps-uncap,1.2,3.2415390014648438,46.62275314331055,3.7691593170166016
mig,1.2,6.911993026733398,105.91626167297363,7.521390914916992
mps-uncap,1.3,7.411956787109375,55.93299865722656,10.022640228271484
mig,1.3,6.909608840942383,106.0335636138916,7.503032684326172
