mode,load,0_resnet18-32,1_resnet34-4,2_squeezenet1_1-32
mps-uncap,0.8,0.010728836059570312,0.011205673217773438,0.011682510375976562
mps-uncap,0.9,0.0152587890625,0.012159347534179688,0.011682510375976562
mps-uncap,1.0,0.011682510375976562,0.012159347534179688,0.011205673217773438
mps-uncap,0.5,0.008821487426757812,0.010728836059570312,0.0095367431640625
mps-uncap,0.6,0.011444091796875,0.0095367431640625,0.009298324584960938
mps-uncap,0.7,0.0095367431640625,0.009298324584960938,0.0095367431640625
mps-uncap,0.1,0.014543533325195312,0.014781951904296875,0.015497207641601562
mps-uncap,0.2,0.013828277587890625,0.01430511474609375,0.01239776611328125
mps-uncap,0.3,0.011682510375976562,0.011682510375976562,0.012159347534179688
mps-uncap,0.4,0.011205673217773438,0.011205673217773438,0.010967254638671875
