mode,load,0_resnet18-32,1_resnet34-4,2_squeezenet1_1-32
mps-uncap,0.8,4.708290100097656,3.4554004669189453,4.050970077514648
mps-uncap,0.9,6.627082824707031,3.5157203674316406,4.156589508056641
mps-uncap,1.0,4.9228668212890625,4.516124725341797,4.658222198486328
mps-uncap,0.5,4.627704620361328,3.4155845642089844,3.8721561431884766
mps-uncap,0.6,4.710674285888672,3.386259078979492,4.036664962768555
mps-uncap,0.7,4.7016143798828125,3.383159637451172,4.056692123413086
mps-uncap,0.1,4.717350006103516,4.193782806396484,4.0721893310546875
mps-uncap,0.2,4.729509353637695,4.822254180908203,3.9043426513671875
mps-uncap,0.3,4.719018936157227,3.396749496459961,4.040241241455078
mps-uncap,0.4,4.714727401733398,3.384828567504883,3.8819313049316406
