mode,load,0_resnet18-32,1_resnet34-4,2_squeezenet1_1-32
mps-uncap,0.8,3397.5586385629645,432.57612803693314,3465.3716868807423
mps-uncap,0.9,3547.8681344539073,443.7886195529001,3547.8993461033747
mps-uncap,1.0,3576.116114778424,447.2744200604316,3572.645481911121
mps-uncap,0.5,2153.078893779245,274.61713911126986,2202.810910993384
mps-uncap,0.6,2524.8019043571653,325.7523314834292,2632.3474117530645
mps-uncap,0.7,2969.8290772089376,377.93736284526784,2962.3741067246606
mps-uncap,0.1,424.08911811774243,53.282315080429036,445.31891814963586
mps-uncap,0.2,884.2677086189095,103.5779169833098,838.0607924530502
mps-uncap,0.3,1292.6587326086408,165.0147224624608,1285.68531931855
mps-uncap,0.4,1756.2590598611537,208.8427959035839,1748.3461015121984
