mode,load,0_resnet18-32,1_resnet34-4,2_squeezenet1_1-32
mps-uncap,0.8,147.68576622009277,17.457962036132812,192.89004802703857
mps-uncap,0.9,3085.36696434021,1899.9965190887451,2912.453293800354
mps-uncap,1.0,6218.5773849487305,4979.200839996338,5876.077651977539
mps-uncap,0.5,8.233308792114258,6.4678192138671875,7.0934295654296875
mps-uncap,0.6,9.264707565307617,6.762385368347168,8.439064025878906
mps-uncap,0.7,13.98777961730957,8.681058883666992,11.812210083007812
mps-uncap,0.1,7.075667381286621,7.912874221801758,6.456255912780762
mps-uncap,0.2,6.958127021789551,7.846355438232422,6.224870681762695
mps-uncap,0.3,6.929993629455566,7.899999618530273,6.1702728271484375
mps-uncap,0.4,7.276773452758789,7.404685020446777,6.303310394287109
