mode,load,0_mobilenet_v2-32,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_resnet34-8
mps-uncap,1.0,2310.3921872940937,2310.3913031076236,205.56931620015826,728.2156110909059
