mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,21.590471267700195,21.39759063720703,1.4271736145019531
mps-uncap,0.9,22.4606990814209,21.692752838134766,1.4362335205078125
mps-uncap,1.0,23.903608322143555,23.98204803466797,2.0029544830322266
mps-uncap,0.5,21.217823028564453,21.123409271240234,1.4095306396484375
mps-uncap,0.6,21.245479583740234,21.026134490966797,1.4107227325439453
mps-uncap,0.7,21.016836166381836,21.17180824279785,1.394033432006836
mps-uncap,0.1,22.124528884887695,21.61717414855957,1.4629364013671875
mps-uncap,0.2,21.440982818603516,21.820783615112305,1.5218257904052734
mps-uncap,0.3,20.92599868774414,21.076440811157227,1.4345645904541016
mps-uncap,0.4,20.9808349609375,21.174192428588867,1.4226436614990234
