mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,21.369218826293945,20.995378494262695,1.4119148254394531
mps-uncap,0.9,21.236896514892578,21.06499671936035,1.4204978942871094
mps-uncap,1.0,23.077964782714844,22.200345993041992,1.6257762908935547
mps-uncap,0.5,21.049976348876953,21.023035049438477,1.3971328735351562
mps-uncap,0.6,21.15345001220703,20.946979522705078,1.3899803161621094
mps-uncap,0.7,20.80845832824707,21.114110946655273,1.382589340209961
mps-uncap,0.1,21.14582061767578,21.187543869018555,1.4417171478271484
mps-uncap,0.2,21.317243576049805,21.36397361755371,1.4996528625488281
mps-uncap,0.3,20.859718322753906,21.021366119384766,1.4195442199707031
mps-uncap,0.4,20.956039428710938,20.930767059326172,1.409769058227539
