mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,112.77925968170166,164.80572223663327,16.06950759887695
mps-uncap,0.9,771.2657690048221,393.1136608123779,96.66161537170413
mps-uncap,1.0,445.3971862792969,6859.081745147706,4445.209264755249
mps-uncap,0.5,47.710537910461426,48.296499252319336,5.146622657775879
mps-uncap,0.6,64.94483947753906,63.74771595001221,6.060600280761719
mps-uncap,0.7,87.77642250061035,80.40390014648439,8.92937183380127
mps-uncap,0.1,38.0739688873291,37.58854866027832,2.7297019958496107
mps-uncap,0.2,34.853553771972656,38.40947151184082,3.134489059448242
mps-uncap,0.3,38.47811222076417,41.07336997985839,3.7624359130859375
mps-uncap,0.4,42.333340644836426,45.234537124633796,4.033803939819336
