mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,337.99171447753906,536.9343757629395,54.3978214263916
mps-uncap,0.9,1102.5657653808594,737.4939918518066,223.88648986816406
mps-uncap,1.0,786.7648601531982,7767.037153244019,4954.427719116211
mps-uncap,0.5,101.67336463928223,110.5344295501709,19.930124282836914
mps-uncap,0.6,170.70770263671875,152.88472175598145,23.37956428527832
mps-uncap,0.7,231.2295436859131,228.42001914978027,39.582014083862305
mps-uncap,0.1,59.44657325744629,57.303667068481445,14.691829681396484
mps-uncap,0.2,71.7616081237793,61.77330017089844,13.734102249145508
mps-uncap,0.3,63.935279846191406,89.91527557373047,14.139890670776367
mps-uncap,0.4,73.8668441772461,97.30696678161621,16.239643096923828
