mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,0.010728836059570312,0.012636184692382812,0.009298324584960938
mps-uncap,0.9,0.012636184692382812,0.01239776611328125,0.0095367431640625
mps-uncap,1.0,0.010251998901367188,0.026464462280273438,0.011920928955078125
mps-uncap,0.5,0.012159347534179688,0.01239776611328125,0.009298324584960938
mps-uncap,0.6,0.011682510375976562,0.012159347534179688,0.009059906005859375
mps-uncap,0.7,0.01239776611328125,0.0095367431640625,0.009059906005859375
mps-uncap,0.1,0.012636184692382812,0.0152587890625,0.011444091796875
mps-uncap,0.2,0.012636184692382812,0.01239776611328125,0.011205673217773438
mps-uncap,0.3,0.012636184692382812,0.012159347534179688,0.010967254638671875
mps-uncap,0.4,0.01239776611328125,0.012159347534179688,0.010728836059570312
