mode,load,0_efficientnet_b7-4,1_efficientnet_b7-4,2_vgg11-2
mps-uncap,0.8,115.69408150248715,123.55595871573887,678.8638127414146
mps-uncap,0.9,135.92193428437778,139.73442415418126,771.6815778943756
mps-uncap,1.0,145.4820100998245,136.28217737557702,798.0778283909583
mps-uncap,0.5,71.91290388284595,76.88043683726276,428.599489771535
mps-uncap,0.6,88.1189659683605,91.03150485868044,520.6533433695369
mps-uncap,0.7,102.69723479788135,105.85137340559845,603.0779680675456
mps-uncap,0.1,14.870581027196803,14.234505988904756,86.18259582744872
mps-uncap,0.2,29.021044100886428,29.3713929874926,169.08012197334938
mps-uncap,0.3,44.710433982239586,48.15346618184637,258.9456987082438
mps-uncap,0.4,56.35195337090972,61.048737475305224,341.2429206701907
