mode,load,0_alexnet-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,1.0,4916.200799246619,376.48800669127377,1801.7577566312061
mig,1.0,4171.202192971665,325.0709454361121,1940.3273129648792
