mode,load,0_alexnet-8,1_densenet201-8,2_mobilenet_v3_small-8
mps-uncap,1.0,1.5788078308105469,21.20375633239746,4.386663436889648
mig,1.0,1.863718032836914,24.57737922668457,4.105567932128906
