mode,load,0_densenet161-32,1_efficientnet_b5-4,2_vgg16-2
mps-uncap,0.8,523.3854689078817,99.61394431018698,318.56605170524904
mps-uncap,0.9,570.9367670730386,112.81110403257914,347.97675268373723
mps-uncap,1.0,657.2779025531233,129.36550255707652,389.769007511301
mps-uncap,0.5,319.76722826588036,64.21542376652563,196.86990792552913
mps-uncap,0.6,415.83258631667746,78.62494048670595,233.76856365721906
mps-uncap,0.7,466.7184233992974,88.89067438890612,271.4208998730533
mps-uncap,0.1,61.879176864366556,12.529752748914424,40.58933250065817
mps-uncap,0.2,130.1708939582315,26.06829236200475,78.52077901430548
mps-uncap,0.3,197.8914988185612,35.53995509702912,117.37841264891976
mps-uncap,0.4,273.81467317567694,53.76533374090243,153.01696759947748
