mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,5.082964897155762,2.145528793334961,10.323762893676758
mps-uncap,0.9,18.275976181030273,9.273767471313477,27.86076068878174
mps-uncap,1.0,92.1475887298584,540.4250621795654,91.16792678833008
mps-uncap,0.5,0.05364418029785156,0.04744529724121094,0.058650970458984375
mps-uncap,0.6,0.0553131103515625,0.26810169219970703,0.05888938903808594
mps-uncap,0.7,0.058650970458984375,0.9441375732421875,4.396915435791016
mps-uncap,0.1,0.06091594696044922,0.05078315734863281,0.062465667724609375
mps-uncap,0.2,0.0591278076171875,0.049591064453125,0.059604644775390625
mps-uncap,0.3,0.05698204040527344,0.04839897155761719,0.05650520324707031
mps-uncap,0.4,0.05602836608886719,0.04744529724121094,0.057697296142578125
