mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,24.381217956542965,7.079153060913087,23.236131668090824
mps-uncap,0.9,25.422534942626953,7.6291847229003915,22.467453479766846
mps-uncap,1.0,25.980985164642334,7.732458114624023,22.64784574508667
mps-uncap,0.5,23.201215267181393,6.778440475463866,22.055203914642334
mps-uncap,0.6,21.696033477783203,7.091989517211914,22.439241409301758
mps-uncap,0.7,23.931455612182617,6.9871187210083,22.894399166107174
mps-uncap,0.1,24.3755841255188,7.066559791564941,19.40784454345703
mps-uncap,0.2,24.95923042297363,6.989431381225589,20.1452374458313
mps-uncap,0.3,25.638089179992676,7.319078445434576,21.030354499816895
mps-uncap,0.4,25.31126737594603,7.086133956909178,20.997705459594727
