mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,155.822672843933,38.37450027465824,133.26840400695812
mps-uncap,0.9,257.04130172729487,110.01347541809086,231.31713390350333
mps-uncap,1.0,448.0762672424309,1212.5075340270994,412.4875307083131
mps-uncap,0.5,47.231991291046135,18.535380363464345,59.88588571548457
mps-uncap,0.6,55.30651092529297,21.642973423004147,83.91523361206055
mps-uncap,0.7,83.85434150695806,25.60247182846065,108.55796575546265
mps-uncap,0.1,43.228580951690674,11.66086196899413,31.355128288269043
mps-uncap,0.2,42.78196334838867,14.676618576049812,35.14102697372435
mps-uncap,0.3,44.07233715057374,17.631645202636747,39.81069564819337
mps-uncap,0.4,42.65869617462153,19.725251197814938,48.302285671234124
