mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,23.36573600769043,5.969715118408203,22.413015365600586
mps-uncap,0.9,24.3161678314209,6.770467758178711,21.90876007080078
mps-uncap,1.0,24.858379364013672,7.025623321533203,22.11928367614746
mps-uncap,0.5,20.865583419799805,6.010007858276367,19.957900047302246
mps-uncap,0.6,20.1042652130127,5.961012840270996,20.87259292602539
mps-uncap,0.7,22.634840011596683,5.7773590087890625,21.858859062194824
mps-uncap,0.1,23.502278327941895,6.623029708862305,18.60353946685791
mps-uncap,0.2,23.525714874267578,6.3838958740234375,18.457412719726562
mps-uncap,0.3,22.90940284729004,6.54115676879883,19.458675384521484
mps-uncap,0.4,21.054267883300785,6.504535675048828,19.207143783569336
