mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,9.380340576171875,2.7451515197753906,13.949155807495117
mps-uncap,0.9,9.606599807739258,2.7549266815185547,14.066934585571289
mps-uncap,1.0,13.250350952148438,2.7642250061035156,17.136573791503906
mps-uncap,0.5,9.46950912475586,2.724170684814453,13.992547988891602
mps-uncap,0.6,9.595394134521484,2.7577877044677734,13.933897018432617
mps-uncap,0.7,9.441137313842773,2.734661102294922,14.000177383422852
mps-uncap,0.1,9.724617004394531,2.753734588623047,13.979196548461914
mps-uncap,0.2,9.668111801147461,2.755880355834961,13.955354690551758
mps-uncap,0.3,9.510040283203125,2.7382373809814453,13.961315155029297
mps-uncap,0.4,9.636402130126953,2.750396728515625,14.003992080688477
