mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,0.012636184692382812,0.008821487426757812,0.01239776611328125
mps-uncap,0.9,0.01239776611328125,0.00858306884765625,0.01239776611328125
mps-uncap,1.0,0.0133514404296875,0.010013580322265625,0.012874603271484375
mps-uncap,0.5,0.012159347534179688,0.0095367431640625,0.012636184692382812
mps-uncap,0.6,0.012159347534179688,0.010728836059570312,0.01239776611328125
mps-uncap,0.7,0.011682510375976562,0.009298324584960938,0.010728836059570312
mps-uncap,0.1,0.011920928955078125,0.011444091796875,0.019788742065429688
mps-uncap,0.2,0.020503997802734375,0.011444091796875,0.012636184692382812
mps-uncap,0.3,0.013589859008789062,0.010967254638671875,0.0133514404296875
mps-uncap,0.4,0.01239776611328125,0.010967254638671875,0.013113021850585938
