mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,233.74223709106445,64.17346000671387,161.26036643981934
mps-uncap,0.9,297.7414131164551,139.63031768798828,288.3646488189697
mps-uncap,1.0,531.2345027923584,1274.7080326080322,462.95714378356934
mps-uncap,0.5,63.72666358947754,29.824495315551758,75.17766952514648
mps-uncap,0.6,79.46395874023438,33.766746520996094,136.9774341583252
mps-uncap,0.7,122.37834930419922,49.373626708984375,154.74867820739746
mps-uncap,0.1,52.15287208557129,16.856908798217773,34.621477127075195
mps-uncap,0.2,48.90275001525879,20.687103271484375,54.70538139343262
mps-uncap,0.3,65.50478935241699,25.698184967041016,54.193735122680664
mps-uncap,0.4,54.8548698425293,27.6029109954834,57.395219802856445
