mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,40.93883037567139,13.532161712646484,54.59403991699219
mps-uncap,0.9,95.9237098693848,58.607530593872085,118.1102275848389
mps-uncap,1.0,247.19445705413818,1000.6116867065429,269.69313621520996
mps-uncap,0.5,13.165712356567385,6.239557266235352,17.891502380371094
mps-uncap,0.6,16.818428039550785,7.6780319213867205,23.851394653320312
mps-uncap,0.7,25.773382186889663,8.586764335632324,35.06486415863037
mps-uncap,0.1,0.07638931274414064,0.07462501525878906,0.0743865966796875
mps-uncap,0.2,7.856559753417966,3.6826133728027344,5.757570266723633
mps-uncap,0.3,11.803960800170909,5.2323341369628915,10.452461242675785
mps-uncap,0.4,13.532757759094238,5.827903747558594,12.894058227539064
