mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,211.10868453979492,59.78226661682129,141.25752449035645
mps-uncap,0.9,281.9504737854004,134.52577590942383,266.80827140808105
mps-uncap,1.0,506.3948631286621,1267.3680782318115,441.8497085571289
mps-uncap,0.5,43.84803771972656,25.2993106842041,57.96551704406738
mps-uncap,0.6,60.35494804382324,29.5712947845459,119.40264701843262
mps-uncap,0.7,102.57196426391602,42.82879829406738,139.07265663146973
mps-uncap,0.1,35.98737716674805,10.338068008422852,17.649173736572266
mps-uncap,0.2,33.377647399902344,16.940832138061523,40.756940841674805
mps-uncap,0.3,55.058956146240234,21.637439727783203,35.4306697845459
mps-uncap,0.4,42.9995059967041,23.373126983642578,42.30189323425293
