mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,130.53603025072945,4503.32276697301,534.4519405264233
mps-uncap,0.9,143.10917131267615,5163.502787977928,641.6362169329007
mps-uncap,1.0,158.4757692519255,5770.127467164701,694.6169936819795
mps-uncap,0.5,78.20769685391204,2831.6835156818893,341.02092959238155
mps-uncap,0.6,99.92677361379474,3432.3894457812853,418.31021661842345
mps-uncap,0.7,114.52790135548527,4062.3189744850424,487.5103106140378
mps-uncap,0.1,17.152208177123725,565.2196425876225,76.4374213439383
mps-uncap,0.2,30.805862290321436,1136.108433917718,132.9609880980225
mps-uncap,0.3,51.05363487258888,1761.4788953839882,210.0860383218243
mps-uncap,0.4,64.00815885369839,2260.965102094516,259.28644762320675
