mode,load,0_densenet161-4,1_mobilenet_v3_small-32,2_resnet152-16
mps-uncap,0.8,25.641679763793945,7.636785507202148,23.93627166748047
mps-uncap,0.9,26.370763778686523,8.084774017333984,23.81420135498047
mps-uncap,1.0,26.794910430908203,8.67009162902832,23.895740509033203
mps-uncap,0.5,26.28040313720703,7.405996322631836,22.958993911743164
mps-uncap,0.6,23.799657821655273,7.921457290649414,22.852420806884766
mps-uncap,0.7,24.904966354370117,7.674217224121094,26.03292465209961
mps-uncap,0.1,24.76215362548828,7.619380950927734,20.185232162475586
mps-uncap,0.2,26.162147521972656,7.562875747680664,21.982431411743164
mps-uncap,0.3,26.305675506591797,10.263681411743164,22.764921188354492
mps-uncap,0.4,26.604175567626953,8.072376251220703,22.128820419311523
