mode,load,0_efficientnet_b6-16,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,1.0,24.687767028808594,6.847143173217773,4.098415374755859
mig,1.0,42.13213920593262,4.892587661743164,10.03885269165039
