mode,load,0_efficientnet_b6-16,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,1.0,41.48411750793457,9.398221969604492,5.858898162841797
mig,1.0,42.737722396850586,4.954814910888672,10.327577590942383
