mode,load,0_efficientnet_b6-16,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,1.0,385.8733238549271,780.4469285292884,2550.691025780486
mig,1.0,372.5321796649867,1594.7979279129488,1519.781602816643
