mode,load,0_efficientnet_b6-16,1_mobilenet_v3_large-8,2_squeezenet1_0-16
mps-uncap,1.0,51.772117614746094,16.553878784179688,18.666505813598633
mig,1.0,51.3916015625,12.04681396484375,19.666433334350586
