mode,load,0_vgg19-32,1_vgg19-32
mig,0.1,0.026941299438476562,0.02765655517578125
mig,0.2,0.0152587890625,0.02002716064453125
mig,0.3,0.015020370483398438,0.015974044799804688
mig,0.4,0.016450881958007812,0.015735626220703125
mig,0.5,0.014781951904296875,0.015497207641601562
mig,0.6,0.014066696166992188,0.0152587890625
mig,0.7,0.014543533325195312,0.01621246337890625
mig,0.8,0.01621246337890625,0.016689300537109375
mig,0.9,0.014066696166992188,0.01621246337890625
mig,1.0,0.015974044799804688,0.018596649169921875
