mode,load,0_vgg19-32,1_vgg19-32
mig,0.1,79.57297811473273,60.541916909760374
mig,0.2,169.49386387212974,126.56537485313854
mig,0.3,249.1922301270031,188.11259674943366
mig,0.4,318.66459607231815,255.71559531315222
mig,0.5,383.9353515789602,326.84159119568517
mig,0.6,473.4600140079442,386.4630567102676
mig,0.7,540.8870222025259,445.4742806858635
mig,0.8,627.1371247648176,525.701946683278
mig,0.9,704.9438585460424,598.398683052027
mig,1.0,782.6185722389039,641.6246915365012
