mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,321.4090013504027,109.78645324707014,225.74227809906006
mps-uncap,0.9,578.987100124359,573.454897403717,628.9563655853271
mps-uncap,1.0,1241.25761985779,2430.054526329041,6425.4181265831
mps-uncap,0.5,81.6372299194335,35.29280424118041,47.41398811340335
mps-uncap,0.6,123.39680194854729,45.438227653503425,74.72085952758788
mps-uncap,0.7,222.97368526458723,70.73593139648438,118.87366533279427
mps-uncap,0.1,61.912374496459954,21.914458274841316,28.350687026977546
mps-uncap,0.2,53.99038553237916,27.781207561492916,27.971248626708984
mps-uncap,0.3,55.979132652282715,26.12833976745608,32.39703178405762
mps-uncap,0.4,78.56929779052734,29.74623203277587,43.10322046279897
