mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,40.5376522246296,735.4729638012569,1074.326287144095
mps-uncap,0.9,48.28542061318063,839.3088113477884,1228.0217062426257
mps-uncap,1.0,50.98244306352453,910.0283493623277,1236.3432994245354
mps-uncap,0.5,26.979352171227035,477.5093300618986,689.1524776863904
mps-uncap,0.6,32.29109980955474,572.6309697014159,839.5794614794169
mps-uncap,0.7,38.52268812461588,656.8615442310786,954.188845288726
mps-uncap,0.1,4.298432528813471,89.2972348742071,126.67518139267209
mps-uncap,0.2,9.056654883211744,180.2217537521347,274.9409916295136
mps-uncap,0.3,16.55582868847962,278.7169813131731,420.44416020019787
mps-uncap,0.4,21.676586030493837,364.19693601596845,561.9259564459155
