mode,load,0_efficientnet_b7-4,1_mobilenet_v3_large-16,2_vgg16-16
mps-uncap,0.8,0.01239776611328125,0.011682510375976562,0.009298324584960938
mps-uncap,0.9,0.013113021850585938,0.011920928955078125,0.011205673217773438
mps-uncap,1.0,0.012636184692382812,0.013113021850585938,0.014781951904296875
mps-uncap,0.5,0.010013580322265625,0.011444091796875,0.009298324584960938
mps-uncap,0.6,0.012159347534179688,0.009775161743164062,0.010728836059570312
mps-uncap,0.7,0.013113021850585938,0.011444091796875,0.011205673217773438
mps-uncap,0.1,0.0209808349609375,0.016927719116210938,0.014543533325195312
mps-uncap,0.2,0.013113021850585938,0.014543533325195312,0.010967254638671875
mps-uncap,0.3,0.01239776611328125,0.012159347534179688,0.010967254638671875
mps-uncap,0.4,0.01430511474609375,0.009775161743164062,0.0095367431640625
